class,probs
Rhodesian ridgeback,8.76094E-08
chickadee,8.74782E-08
"Maltese dog, Maltese terrier, Maltese",8.71273E-08
"African chameleon, Chamaeleo chamaeleon",8.64086E-08
"basset, basset hound",8.60259E-08
"box turtle, box tortoise",8.59451E-08
Bernese mountain dog,8.54332E-08
"house finch, linnet, Carpodacus mexicanus",8.46326E-08
toy poodle,8.40804E-08
cardoon,8.38585E-08
"titi, titi monkey",8.31868E-08
standard poodle,8.25944E-08
Mexican hairless,8.24342E-08
beaver,8.00974E-08
"Shetland sheepdog, Shetland sheep dog, Shetland",7.77329E-08
"dugong, Dugong dugon",7.69652E-08
"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",7.69241E-08
"flatworm, platyhelminth",7.63908E-08
English foxhound,7.2805E-08
"cucumber, cuke",7.19415E-08
stretcher,7.15345E-08
wombat,7.15039E-08
mongoose,7.11411E-08
sea snake,7.11383E-08
bison,6.95081E-08
"quilt, comforter, comfort, puff",6.93799E-08
"cab, hack, taxi, taxicab",6.89814E-08
"tiger, Panthera tigris",6.87035E-08
"wardrobe, closet, press",6.86846E-08
baboon,6.8178E-08
Border terrier,6.64111E-08
"barracouta, snoek",6.59133E-08
"spotted salamander, Ambystoma maculatum",6.58779E-08
"chow, chow chow",6.56271E-08
"limpkin, Aramus pictus",6.54415E-08
"bald eagle, American eagle, Haliaeetus leucocephalus",6.53021E-08
stole,6.5184E-08
"king penguin, Aptenodytes patagonica",6.50848E-08
"coyote, prairie wolf, brush wolf, Canis latrans",6.48017E-08
minivan,6.46274E-08
bookcase,6.39364E-08
"goldfish, Carassius auratus",6.36635E-08
"cicada, cicala",6.31234E-08
tiger cat,6.27477E-08
"zucchini, courgette",6.27362E-08
"dishrag, dishcloth",6.26187E-08
"rock beauty, Holocanthus tricolor",6.25851E-08
turnstile,6.25446E-08
"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",6.24767E-08
bulbul,6.20299E-08
"Ibizan hound, Ibizan Podenco",6.1674E-08
"cairn, cairn terrier",6.0701E-08
"dial telephone, dial phone",6.05499E-08
warthog,5.97059E-08
"hip, rose hip, rosehip",5.95176E-08
"Pembroke, Pembroke Welsh corgi",5.9326E-08
"limousine, limo",5.90635E-08
go-kart,5.89456E-08
"wallaby, brush kangaroo",5.8702E-08
"bullfrog, Rana catesbeiana",5.77735E-08
"patas, hussar monkey, Erythrocebus patas",5.76375E-08
toy terrier,5.75316E-08
"buckeye, horse chestnut, conker",5.73788E-08
curly-coated retriever,5.6729E-08
"Saluki, gazelle hound",5.6392E-08
Brittany spaniel,5.611E-08
"Airedale, Airedale terrier",5.56069E-08
"pickup, pickup truck",5.53231E-08
"indigo bunting, indigo finch, indigo bird, Passerina cyanea",5.51997E-08
CD player,5.50029E-08
sorrel,5.4649E-08
coral fungus,5.45859E-08
Irish terrier,5.45003E-08
alligator lizard,5.44418E-08
Irish water spaniel,5.42723E-08
"Lhasa, Lhasa apso",5.40123E-08
"Staffordshire bullterrier, Staffordshire bull terrier",5.24745E-08
"trolleybus, trolley coach, trackless trolley",5.19534E-08
marmoset,5.17374E-08
"racer, race car, racing car",5.15932E-08
maypole,5.14895E-08
"slot, one-armed bandit",5.12904E-08
Leonberg,5.10901E-08
Tibetan mastiff,5.07235E-08
"vizsla, Hungarian pointer",4.94517E-08
"three-toed sloth, ai, Bradypus tridactylus",4.85732E-08
convertible,4.85222E-08
cassette player,4.83779E-08
"black-footed ferret, ferret, Mustela nigripes",4.79731E-08
"sloth bear, Melursus ursinus, Ursus ursinus",4.78141E-08
"nematode, nematode worm, roundworm",4.72803E-08
flat-coated retriever,4.71766E-08
dowitcher,4.66447E-08
collie,4.65597E-08
hartebeest,4.65387E-08
"hog, pig, grunter, squealer, Sus scrofa",4.6511E-08
partridge,4.60923E-08
Welsh springer spaniel,4.58641E-08
wire-haired fox terrier,4.47151E-08
crane,4.46219E-08
"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",4.45613E-08
"black and gold garden spider, Argiope aurantia",4.43546E-08
tape player,4.42414E-08
"common iguana, iguana, Iguana iguana",4.39639E-08
"doormat, welcome mat",4.34261E-08
soft-coated wheaten terrier,4.32585E-08
"ringneck snake, ring-necked snake, ring snake",4.30484E-08
"black swan, Cygnus atratus",4.27949E-08
spoonbill,4.25586E-08
"little blue heron, Egretta caerulea",4.19321E-08
"dingo, warrigal, warragal, Canis dingo",4.13019E-08
tennis ball,4.07416E-08
pillow,4.04482E-08
"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",4.0287E-08
car wheel,4.01878E-08
"affenpinscher, monkey pinscher, monkey dog",3.99705E-08
"spider monkey, Ateles geoffroyi",3.99658E-08
anemone fish,3.98021E-08
keeshond,3.96782E-08
"thunder snake, worm snake, Carphophis amoenus",3.87275E-08
volleyball,3.86532E-08
eft,3.84183E-08
"frilled lizard, Chlamydosaurus kingi",3.77787E-08
cock,3.76289E-08
"artichoke, globe artichoke",3.65991E-08
"Newfoundland, Newfoundland dog",3.63891E-08
"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",3.63398E-08
"hyena, hyaena",3.62677E-08
"common newt, Triturus vulgaris",3.605E-08
"clog, geta, patten, sabot",3.60095E-08
manhole cover,3.59128E-08
"American lobster, Northern lobster, Maine lobster, Homarus americanus",3.57074E-08
komondor,3.56776E-08
"African grey, African gray, Psittacus erithacus",3.55072E-08
"guinea pig, Cavia cobaya",3.54241E-08
"American black bear, black bear, Ursus americanus, Euarctos americanus",3.52128E-08
"bobsled, bobsleigh, bob",3.46618E-08
"tailed frog, bell toad, ribbed toad, tailed toad, Ascaphus trui",3.35027E-08
bolete,3.31426E-08
drake,3.2937E-08
Border collie,3.27288E-08
"king snake, kingsnake",3.26933E-08
agaric,3.25122E-08
"chimpanzee, chimp, Pan troglodytes",3.23804E-08
"whiptail, whiptail lizard",3.23486E-08
Sussex spaniel,3.16143E-08
"sea anemone, anemone",3.09166E-08
"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",3.08537E-08
"red wolf, maned wolf, Canis rufus, Canis niger",3.0517E-08
"European fire salamander, Salamandra salamandra",2.98537E-08
"sulphur butterfly, sulfur butterfly",2.95969E-08
"red-backed sandpiper, dunlin, Erolia alpina",2.93015E-08
"American coot, marsh hen, mud hen, water hen, Fulica americana",2.92971E-08
"Walker hound, Walker foxhound",2.91071E-08
agama,2.87112E-08
"guenon, guenon monkey",2.82333E-08
miniature poodle,2.81371E-08
"tench, Tinca tinca",2.81082E-08
German short-haired pointer,2.76951E-08
"black stork, Ciconia nigra",2.7655E-08
bittern,2.67254E-08
daisy,2.63795E-08
"puffer, pufferfish, blowfish, globefish",2.61275E-08
Australian terrier,2.55007E-08
photocopier,2.52115E-08
vending machine,2.49952E-08
"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",2.48697E-08
"squirrel monkey, Saimiri sciureus",2.48228E-08
"Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis",2.44933E-08
"oystercatcher, oyster catcher",2.38986E-08
green mamba,2.37663E-08
otter,2.32494E-08
"Indian elephant, Elephas maximus",2.30937E-08
"bicycle-built-for-two, tandem bicycle, tandem",2.28008E-08
"African crocodile, Nile crocodile, Crocodylus niloticus",2.27008E-08
"green snake, grass snake",2.24701E-08
"redshank, Tringa totanus",2.24578E-08
briard,2.24415E-08
redbone,2.19649E-08
"jackfruit, jak, jack",2.18308E-08
"Scottish deerhound, deerhound",2.17529E-08
"boa constrictor, Constrictor constrictor",2.11564E-08
"rock python, rock snake, Python sebae",2.1016E-08
bee eater,2.06738E-08
"leopard, Panthera pardus",2.00357E-08
"green lizard, Lacerta viridis",1.9714E-08
"bloodhound, sleuthhound",1.96283E-08
water snake,1.95373E-08
"African elephant, Loxodonta africana",1.92653E-08
Model T,1.90672E-08
"skunk, polecat, wood pussy",1.8474E-08
"European gallinule, Porphyrio porphyrio",1.84046E-08
"capuchin, ringtail, Cebus capucinus",1.82818E-08
"sports car, sport car",1.81553E-08
eel,1.77224E-08
"Old English sheepdog, bobtail",1.73108E-08
"jaguar, panther, Panthera onca, Felis onca",1.69171E-08
"rock crab, Cancer irroratus",1.6642E-08
flamingo,1.63299E-08
macaw,1.62867E-08
"water ouzel, dipper",1.60171E-08
"otterhound, otter hound",1.56769E-08
"dhole, Cuon alpinus",1.50762E-08
hornbill,1.47913E-08
"jinrikisha, ricksha, rickshaw",1.47672E-08
"proboscis monkey, Nasalis larvatus",1.4232E-08
"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",1.39852E-08
tusker,1.39144E-08
Irish wolfhound,1.3866E-08
"Tibetan terrier, chrysanthemum dog",1.37856E-08
"echidna, spiny anteater, anteater",1.24656E-08
"porcupine, hedgehog",1.23521E-08
"cheetah, chetah, Acinonyx jubatus",1.1762E-08
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1.14556E-08
"lion, king of beasts, Panthera leo",1.04739E-08
jacamar,9.99632E-09
"garter snake, grass snake",9.76314E-09
"howler monkey, howler",8.47364E-09
"red-breasted merganser, Mergus serrator",7.98775E-09
folding chair,7.95832E-09
coucal,7.40822E-09
"goldfinch, Carduelis carduelis",7.27897E-09
toucan,5.83456E-09
"wild boar, boar, Sus scrofa",5.62323E-09
lorikeet,5.56854E-09
"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum",3.47468E-09
