class,probs
"borzoi, Russian wolfhound",2.33063E-05
parking meter,2.32101E-05
"white wolf, Arctic wolf, Canis lupus tundrarum",2.30512E-05
lotion,2.27339E-05
"white stork, Ciconia ciconia",2.26639E-05
"plane, carpenter's plane, woodworking plane",2.25743E-05
"Indian elephant, Elephas maximus",2.2337E-05
kuvasz,2.21592E-05
"Saint Bernard, St Bernard",2.20463E-05
sandal,2.19863E-05
"red wolf, maned wolf, Canis rufus, Canis niger",2.1871E-05
trifle,2.17178E-05
Norwich terrier,2.17129E-05
badger,2.16257E-05
"chocolate sauce, chocolate syrup",2.15804E-05
"cockroach, roach",2.15043E-05
peacock,2.11554E-05
"sloth bear, Melursus ursinus, Ursus ursinus",2.11514E-05
fiddler crab,2.10782E-05
leafhopper,2.08819E-05
"American chameleon, anole, Anolis carolinensis",2.08095E-05
"dhole, Cuon alpinus",2.07451E-05
"hog, pig, grunter, squealer, Sus scrofa",2.05167E-05
go-kart,2.04784E-05
"Pekinese, Pekingese, Peke",2.04644E-05
digital watch,2.02383E-05
carbonara,2.01801E-05
space heater,1.99987E-05
"microwave, microwave oven",1.99138E-05
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1.99072E-05
"Airedale, Airedale terrier",1.96803E-05
admiral,1.92476E-05
"Newfoundland, Newfoundland dog",1.92348E-05
"Scottish deerhound, deerhound",1.91838E-05
"American coot, marsh hen, mud hen, water hen, Fulica americana",1.90935E-05
boathouse,1.90611E-05
"bearskin, busby, shako",1.89006E-05
partridge,1.88442E-05
"maillot, tank suit",1.87287E-05
poncho,1.86324E-05
"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",1.84475E-05
"ringneck snake, ring-necked snake, ring snake",1.84208E-05
library,1.83843E-05
butternut squash,1.82204E-05
"amphibian, amphibious vehicle",1.81797E-05
schipperke,1.81735E-05
"dial telephone, dial phone",1.80379E-05
"mouse, computer mouse",1.7995E-05
"Arctic fox, white fox, Alopex lagopus",1.79314E-05
"African crocodile, Nile crocodile, Crocodylus niloticus",1.793E-05
"indigo bunting, indigo finch, indigo bird, Passerina cyanea",1.75982E-05
"pickup, pickup truck",1.75439E-05
"cab, hack, taxi, taxicab",1.7461E-05
trench coat,1.74395E-05
beaver,1.73376E-05
"washer, automatic washer, washing machine",1.70963E-05
sea urchin,1.70866E-05
"squirrel monkey, Saimiri sciureus",1.70124E-05
"capuchin, ringtail, Cebus capucinus",1.69092E-05
bookcase,1.68955E-05
"affenpinscher, monkey pinscher, monkey dog",1.68158E-05
shopping cart,1.67928E-05
"shoe shop, shoe-shop, shoe store",1.66265E-05
"bullet train, bullet",1.65606E-05
magnetic compass,1.6459E-05
Christmas stocking,1.63788E-05
chickadee,1.63377E-05
"little blue heron, Egretta caerulea",1.6139E-05
"liner, ocean liner",1.60966E-05
Australian terrier,1.55492E-05
"Maltese dog, Maltese terrier, Maltese",1.55222E-05
alligator lizard,1.53981E-05
lorikeet,1.53331E-05
"file, file cabinet, filing cabinet",1.50764E-05
Loafer,1.49016E-05
marmot,1.47723E-05
"king penguin, Aptenodytes patagonica",1.43887E-05
"zucchini, courgette",1.4351E-05
"garter snake, grass snake",1.43351E-05
"pop bottle, soda bottle",1.42457E-05
"lacewing, lacewing fly",1.41663E-05
dung beetle,1.40925E-05
hamster,1.40766E-05
bolete,1.39771E-05
bustard,1.39669E-05
French loaf,1.38687E-05
jacamar,1.38638E-05
convertible,1.34264E-05
espresso,1.32658E-05
printer,1.31757E-05
"slide rule, slipstick",1.30241E-05
"black-footed ferret, ferret, Mustela nigripes",1.30026E-05
"red-breasted merganser, Mergus serrator",1.29041E-05
mink,1.27848E-05
bee eater,1.277E-05
"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",1.27249E-05
catamaran,1.26798E-05
"sunscreen, sunblock, sun blocker",1.26214E-05
bib,1.24583E-05
"polecat, fitch, foulmart, foumart, Mustela putorius",1.23286E-05
"harvestman, daddy longlegs, Phalangium opilio",1.22954E-05
"refrigerator, icebox",1.22766E-05
space bar,1.22447E-05
"flatworm, platyhelminth",1.22284E-05
"china cabinet, china closet",1.20256E-05
sorrel,1.20199E-05
cassette player,1.18254E-05
"junco, snowbird",1.16418E-05
jack-o'-lantern,1.15694E-05
turnstile,1.15269E-05
"Shetland sheepdog, Shetland sheep dog, Shetland",1.15074E-05
safe,1.14614E-05
dowitcher,1.142E-05
"box turtle, box tortoise",1.13004E-05
Pomeranian,1.12039E-05
"ringlet, ringlet butterfly",1.11909E-05
keeshond,1.1007E-05
cardigan,1.09634E-05
"Tibetan terrier, chrysanthemum dog",1.09229E-05
mosquito net,1.08595E-05
"water ouzel, dipper",1.08416E-05
"lipstick, lip rouge",1.07616E-05
malinois,1.07298E-05
CD player,1.07153E-05
"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum",1.06966E-05
"jackfruit, jak, jack",1.06924E-05
Tibetan mastiff,1.06193E-05
"limpkin, Aramus pictus",1.02907E-05
eft,1.00664E-05
flamingo,9.97851E-06
"cairn, cairn terrier",9.957E-06
miniature poodle,9.94352E-06
electric locomotive,9.89168E-06
schooner,9.76611E-06
"stinkhorn, carrion fungus",9.53816E-06
trimaran,9.31911E-06
Lakeland terrier,9.04929E-06
Irish water spaniel,8.90275E-06
redbone,8.73538E-06
"otterhound, otter hound",8.54618E-06
typewriter keyboard,8.2236E-06
Irish terrier,8.16348E-06
centipede,8.11746E-06
consomme,8.10714E-06
fireboat,7.87805E-06
"tench, Tinca tinca",7.86021E-06
soft-coated wheaten terrier,7.5874E-06
"hot pot, hotpot",7.5757E-06
beer bottle,7.4291E-06
"paddlewheel, paddle wheel",7.21686E-06
"pay-phone, pay-station",7.1444E-06
"Polaroid camera, Polaroid Land camera",7.10773E-06
"dock, dockage, docking facility",7.05729E-06
"green lizard, Lacerta viridis",6.99511E-06
"kit fox, Vulpes macrotis",6.9755E-06
"medicine chest, medicine cabinet",6.94858E-06
"guinea pig, Cavia cobaya",6.83816E-06
"Samoyed, Samoyede",6.75278E-06
damselfly,6.74844E-06
agaric,6.67307E-06
"porcupine, hedgehog",6.62009E-06
"dishwasher, dish washer, dishwashing machine",6.36569E-06
"European gallinule, Porphyrio porphyrio",6.26981E-06
"guenon, guenon monkey",6.1427E-06
armadillo,6.11736E-06
tape player,5.99513E-06
"leaf beetle, chrysomelid",5.80815E-06
"chow, chow chow",5.61767E-06
"sulphur butterfly, sulfur butterfly",5.53631E-06
"sea anemone, anemone",5.39418E-06
"Angora, Angora rabbit",5.37474E-06
briard,5.18443E-06
photocopier,5.02344E-06
"redshank, Tringa totanus",4.81047E-06
"organ, pipe organ",4.77196E-06
"goldfinch, Carduelis carduelis",4.75954E-06
komondor,4.74917E-06
eggnog,4.58866E-06
lifeboat,4.56229E-06
"Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis",4.51854E-06
bulbul,4.31275E-06
yawl,3.75054E-06
anemone fish,3.48299E-06
"echidna, spiny anteater, anteater",3.41531E-06
waffle iron,3.18222E-06
face powder,2.95338E-06
espresso maker,2.89193E-06
mongoose,2.8724E-06
"clog, geta, patten, sabot",2.82911E-06
"skunk, polecat, wood pussy",2.75517E-06
manhole cover,2.61943E-06
tiger beetle,2.55261E-06
drake,2.41235E-06
"slot, one-armed bandit",2.39694E-06
"wild boar, boar, Sus scrofa",2.19866E-06
cheeseburger,1.90215E-06
coucal,1.50456E-06
