class,probs
"starfish, sea star",4.73881E-06
"jinrikisha, ricksha, rickshaw",4.70832E-06
"sidewinder, horned rattlesnake, Crotalus cerastes",4.70784E-06
"Indian cobra, Naja naja",4.70004E-06
"pajama, pyjama, pj's, jammies",4.65516E-06
"red wolf, maned wolf, Canis rufus, Canis niger",4.62286E-06
"motor scooter, scooter",4.59946E-06
"brown bear, bruin, Ursus arctos",4.57769E-06
"Siamese cat, Siamese",4.53729E-06
"bullet train, bullet",4.53333E-06
"Indian elephant, Elephas maximus",4.53164E-06
"Gila monster, Heloderma suspectum",4.42942E-06
yurt,4.41811E-06
rhinoceros beetle,4.38141E-06
"little blue heron, Egretta caerulea",4.37084E-06
magpie,4.36075E-06
"indigo bunting, indigo finch, indigo bird, Passerina cyanea",4.35255E-06
"chiton, coat-of-mail shell, sea cradle, polyplacophore",4.342E-06
terrapin,4.3332E-06
wombat,4.32606E-06
"puffer, pufferfish, blowfish, globefish",4.30135E-06
gyromitra,4.27908E-06
flat-coated retriever,4.27625E-06
library,4.26701E-06
"vizsla, Hungarian pointer",4.21105E-06
coral fungus,4.18648E-06
"passenger car, coach, carriage",4.12032E-06
"porcupine, hedgehog",4.10086E-06
stingray,4.0996E-06
"pick, plectrum, plectron",4.09045E-06
"Angora, Angora rabbit",4.0153E-06
four-poster,3.98864E-06
"hippopotamus, hippo, river horse, Hippopotamus amphibius",3.96812E-06
"academic gown, academic robe, judge's robe",3.90957E-06
"dial telephone, dial phone",3.82918E-06
triceratops,3.79688E-06
acorn squash,3.7749E-06
"slot, one-armed bandit",3.7596E-06
pomegranate,3.75704E-06
admiral,3.74925E-06
"pickup, pickup truck",3.74496E-06
vending machine,3.71299E-06
guacamole,3.69936E-06
"bagel, beigel",3.64654E-06
"rock beauty, Holocanthus tricolor",3.61648E-06
"feather boa, boa",3.61381E-06
velvet,3.57621E-06
stone wall,3.56348E-06
"rocking chair, rocker",3.54069E-06
"crayfish, crawfish, crawdad, crawdaddy",3.48366E-06
eggnog,3.46857E-06
photocopier,3.46209E-06
"hognose snake, puff adder, sand viper",3.45888E-06
"echidna, spiny anteater, anteater",3.44403E-06
"bullfrog, Rana catesbeiana",3.43887E-06
earthstar,3.41806E-06
"sea slug, nudibranch",3.40762E-06
damselfly,3.404E-06
"sea cucumber, holothurian",3.39844E-06
"Maltese dog, Maltese terrier, Maltese",3.38262E-06
vine snake,3.35793E-06
agama,3.35668E-06
Granny Smith,3.34773E-06
"leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea",3.34415E-06
trifle,3.33187E-06
banded gecko,3.28592E-06
carbonara,3.2755E-06
cabbage butterfly,3.27085E-06
"confectionery, confectionary, candy store",3.25696E-06
holster,3.18461E-06
burrito,3.17164E-06
head cabbage,3.16955E-06
"skunk, polecat, wood pussy",3.16756E-06
"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",3.14818E-06
butternut squash,3.1461E-06
moped,3.14558E-06
"sports car, sport car",3.12139E-06
"night snake, Hypsiglena torquata",3.11681E-06
"sea anemone, anemone",3.09965E-06
briard,3.09113E-06
weevil,3.06872E-06
French loaf,3.06865E-06
"American coot, marsh hen, mud hen, water hen, Fulica americana",3.04301E-06
"mantis, mantid",3.02007E-06
"disk brake, disc brake",2.98001E-06
car wheel,2.95926E-06
"washer, automatic washer, washing machine",2.91536E-06
soup bowl,2.91388E-06
"rock crab, Cancer irroratus",2.8551E-06
slug,2.80211E-06
waffle iron,2.76382E-06
trilobite,2.70949E-06
bison,2.69715E-06
curly-coated retriever,2.63277E-06
mashed potato,2.61631E-06
"junco, snowbird",2.56011E-06
drake,2.55406E-06
miniature poodle,2.53185E-06
"black widow, Latrodectus mactans",2.50854E-06
bottlecap,2.47846E-06
"otterhound, otter hound",2.47576E-06
"dhole, Cuon alpinus",2.44637E-06
bittern,2.42428E-06
eel,2.38824E-06
"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",2.3734E-06
"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",2.34829E-06
"long-horned beetle, longicorn, longicorn beetle",2.34222E-06
space heater,2.33767E-06
"African elephant, Loxodonta africana",2.32527E-06
"spider web, spider's web",2.30706E-06
"rock python, rock snake, Python sebae",2.25317E-06
"cucumber, cuke",2.18962E-06
bustard,2.18652E-06
custard apple,2.14957E-06
"capuchin, ringtail, Cebus capucinus",2.13752E-06
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",2.12721E-06
sea urchin,2.09673E-06
"electric ray, crampfish, numbfish, torpedo",2.09111E-06
"Tibetan terrier, chrysanthemum dog",2.08011E-06
"siamang, Hylobates syndactylus, Symphalangus syndactylus",2.05086E-06
orange,2.02342E-06
komondor,1.9775E-06
"ringlet, ringlet butterfly",1.96945E-06
stole,1.96617E-06
"American black bear, black bear, Ursus americanus, Euarctos americanus",1.95256E-06
chickadee,1.93847E-06
"African chameleon, Chamaeleo chamaeleon",1.9143E-06
"chambered nautilus, pearly nautilus, nautilus",1.87141E-06
daisy,1.86503E-06
agaric,1.86203E-06
jack-o'-lantern,1.85488E-06
mud turtle,1.82405E-06
"chow, chow chow",1.78375E-06
mosquito net,1.75737E-06
"common iguana, iguana, Iguana iguana",1.75652E-06
anemone fish,1.74876E-06
fig,1.73588E-06
strawberry,1.72592E-06
"lion, king of beasts, Panthera leo",1.71503E-06
acorn,1.67913E-06
"trolleybus, trolley coach, trackless trolley",1.65995E-06
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",1.6511E-06
centipede,1.6343E-06
"bonnet, poke bonnet",1.63293E-06
"artichoke, globe artichoke",1.62382E-06
"grille, radiator grille",1.57617E-06
"Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis",1.57254E-06
"tiger shark, Galeocerdo cuvieri",1.52437E-06
"tench, Tinca tinca",1.47848E-06
"hip, rose hip, rosehip",1.44221E-06
dung beetle,1.44183E-06
"sloth bear, Melursus ursinus, Ursus ursinus",1.41791E-06
"box turtle, box tortoise",1.40903E-06
"jackfruit, jak, jack",1.38603E-06
tusker,1.36477E-06
"lynx, catamount",1.34034E-06
baseball,1.32803E-06
spaghetti squash,1.32749E-06
"wild boar, boar, Sus scrofa",1.31568E-06
"zucchini, courgette",1.31045E-06
bee eater,1.28864E-06
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1.28376E-06
"sulphur butterfly, sulfur butterfly",1.27848E-06
"jaguar, panther, Panthera onca, Felis onca",1.23035E-06
partridge,1.22715E-06
"redshank, Tringa totanus",1.21707E-06
snail,1.20564E-06
potpie,1.20269E-06
brain coral,1.20082E-06
lorikeet,1.19998E-06
toucan,1.19758E-06
radiator,1.19492E-06
tick,1.19401E-06
"African crocodile, Nile crocodile, Crocodylus niloticus",1.16661E-06
"black and gold garden spider, Argiope aurantia",1.15777E-06
"walking stick, walkingstick, stick insect",1.15245E-06
"ringneck snake, ring-necked snake, ring snake",1.13806E-06
peacock,1.09274E-06
flamingo,1.07874E-06
armadillo,1.06494E-06
"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",1.05972E-06
"American chameleon, anole, Anolis carolinensis",1.01279E-06
"green snake, grass snake",1.00329E-06
"red-breasted merganser, Mergus serrator",9.65721E-07
"boa constrictor, Constrictor constrictor",9.61562E-07
"howler monkey, howler",9.49786E-07
"whiptail, whiptail lizard",9.49009E-07
"coil, spiral, volute, whorl, helix",8.99799E-07
"buckeye, horse chestnut, conker",8.84603E-07
lemon,8.75647E-07
"European gallinule, Porphyrio porphyrio",8.61549E-07
"hot pot, hotpot",8.53213E-07
consomme,8.48246E-07
"garter snake, grass snake",8.13359E-07
"flatworm, platyhelminth",7.98517E-07
"common newt, Triturus vulgaris",7.90496E-07
"grasshopper, hopper",7.88458E-07
eft,7.71751E-07
"lacewing, lacewing fly",7.60216E-07
Model T,7.4977E-07
tiger beetle,7.4647E-07
"dugong, Dugong dugon",7.37461E-07
green mamba,7.18977E-07
"ground beetle, carabid beetle",7.14847E-07
necklace,7.03877E-07
"European fire salamander, Salamandra salamandra",6.92441E-07
cheeseburger,5.65753E-07
jacamar,5.31423E-07
"king snake, kingsnake",5.29795E-07
water snake,5.29486E-07
coucal,5.25229E-07
bulbul,5.11264E-07
alligator lizard,4.92737E-07
"harvestman, daddy longlegs, Phalangium opilio",4.64435E-07
"yellow lady's slipper, yellow lady-slipper, Cypripedium calceolus, Cypripedium parviflorum",4.58764E-07
bell pepper,4.48405E-07
"nematode, nematode worm, roundworm",4.48284E-07
manhole cover,4.10876E-07
"leaf beetle, chrysomelid",3.09403E-07
"green lizard, Lacerta viridis",3.05512E-07
"thunder snake, worm snake, Carphophis amoenus",2.8201E-07
"water ouzel, dipper",2.16031E-07
